ranking,full name,ticker,industry,sector,hq location,hq address,years on list,ceo,eps,employees,revenues,profits,hq zip,website,market value,global 500 rank,revenue change,profit change,hq state
612,"Unified Grocers, Inc.",,Wholesalers: Food and Grocery,Wholesalers,"Commerce, CA",5200 Sheila St.,,Karla C. Robertson,,2400,3762,-7.6,90040,http://www.supervalu.com,,,,,CA
613,"Leggett & Platt, Incorporated",LEG,"Home Equipment, Furnishings",Household Products,"Carthage, MO",1 Leggett Rd.,,Karl G. Glassman,2.76,21300,3750,385.8,64836,http://www.leggett.com,6692,,-4.7,18.7,MO
614,DENTSPLY SIRONA Inc.,XRAY,Medical Products and Equipment,Health Care,"York, PA",221 W. Philadelphia St.,,Jeffrey T. Slovin,1.94,15700,3745,429.9,17401,http://www.dentsplysirona.com,14341,,40,71.1,PA
615,CACI International Inc.,CACI,Information Technology Services,Technology,"Arlington, VA",1100 N. Glebe Rd.,,Kenneth Asbury,5.76,19900,3744,142.8,22201,http://www.caci.com,2861,,13,13.2,VA
616,Mead Johnson Nutrition Company,MJN,Food Consumer Products,"Food, Beverages & Tobacco","Chicago, IL",225 N. Canal St.,,Rakesh Kapoor,2.92,7600,3743,544.9,60606,http://www.meadjohnson.com,16340,,-8.1,-16.6,IL
617,"C.R. Bard, Inc.",BCR,Medical Products and Equipment,Health Care,"Murray Hill, NJ",730 Central Ave.,,Timothy M. Ring,7.03,16300,3714,531.4,7974,http://www.crbard.com,17973,,8.7,292.5,NJ
618,Snap-on Incorporated,SNA,Industrial Machinery,Industrials,"Kenosha, WI",2801 80th St.,,Nicholas T. Pinchuk,9.2,12100,3712,546.4,53143,http://www.snapon.com,9778,,3.3,14.1,WI
619,HealthSouth Corporation,HLS,Health Care: Medical Facilities,Health Care,"Birmingham, AL",3660 Grandview Pkwy.,,Mark J. Tarr,2.59,29298,3707,247.6,35243,http://www.healthsouth.com,3812,,17.2,35.2,AL
620,"Nasdaq, Inc.",NDAQ,Securities,Financials,"New York, NY",1 Liberty Plaza,,Adena T. Friedman,0.64,4325,3705,108,10006,http://www.business.nasdaq.com,11539,,8.9,-74.8,NY
621,Avaya Inc.,,Network and Other Communications Equipment,Technology,"Santa Clara, CA",4655 Great American Pkwy.,,Kevin J. Kennedy,,11656,3702,-750,95054,http://www.avaya.com,,,-9.3,,CA
622,"CF Industries Holdings, Inc.",CF,Chemicals,Chemicals,"Deerfield, IL",4 Pkwy. N.,,W. Anthony Will,-1.19,2950,3685,-277.5,60015,http://www.cfindustries.com,6844,,-14.5,-139.7,IL
623,Carlisle Companies Incorporated,CSL,"Building Materials, Glass",Materials,"Scottsdale, AZ",16430 N. Scottsdale Rd.,,D. Christian Koch,3.82,12800,3675,250.1,85254,http://www.carlisle.com,6873,,3.7,-21.8,AZ
624,"Equinix, Inc.",EQIX,Telecommunications,Telecommunications,"Redwood City, CA",1 Lagoon Dr.,,Stephen M. Smith,1.79,5993,3661,126.8,94065,http://www.equinix.com,30703,,34.3,-32.5,CA
625,"LSC Communications, Inc.",LKSD,"Publishing, Printing",Media,"Chicago, IL",191 N. Wacker Dr.,0,,0,0,0,0,,,0,0,0,0,
626,Colfax Corporation,CFX,Industrial Machinery,Industrials,"Annapolis Junction, MD",420 National Business Pkwy.,,Matthew L. Trerotola,1.04,16000,3647,128.1,20701,http://www.colfaxcorp.com,4824,,-8.1,-23.6,MD
627,Lennox International Inc.,LII,Industrial Machinery,Industrials,"Richardson, TX",2140 Lake Park Blvd.,,Todd M. Bluedorn,6.32,10600,3642,277.8,75080,http://www.lennoxinternational.com,7191,,5,48.9,TX
628,Iasis Healthcare LLC,,Health Care: Medical Facilities,Health Care,"Franklin, TN",117 Seaboard Lane,,W. Carl Whitmer,,12200,3638,-131.6,37067,http://www.iasishealthcare.com,,,15.2,,TN
629,Silgan Holdings Inc.,SLGN,"Packaging, Containers",Materials,"Stamford, CT",4 Landmark Sq.,,Anthony J. Allott,1.28,9100,3613,153.4,6901,http://www.silganholdings.com,3268,,-4,-11.1,CT
630,"American Eagle Outfitters, Inc.",AEO,Specialty Retailers: Apparel,Retailing,"Pittsburgh, PA",77 Hot Metal St.,,Jay L. Schottenstein,1.16,22650,3610,212.4,15203,http://www.ae.com,2557,,2.5,-2.6,PA
631,Moody's Corporation,MCO,Financial Data Services,Business Services,"New York, NY",250 Greenwich St.,,Raymond W. McDaniel Jr.,1.36,10600,3604,266.6,10007,http://www.moodys.com,21402,,3.4,-71.7,NY
632,"Calumet Specialty Products Partners, L.P.",CLMT,Petroleum Refining,Energy,"Indianapolis, IN",2780 Waterfront Pkwy. E. Dr.,,Timothy Go,-4.18,2000,3599,-328.6,46214,http://www.calumetspecialty.com,291,,-14.6,,IN
633,CME Group Inc.,CME,Securities,Financials,"Chicago, IL",20 S. Wacker Dr.,,Terrence A. Duffy,4.53,2700,3595,1534.1,60606,http://www.cmegroup.com,40351,,8.1,23,IL
634,KB Home,KBH,Homebuilders,Engineering & Construction,"Los Angeles, CA",10990 Wilshire Blvd.,,Jeffrey T. Mezger,1.12,1790,3595,105.6,90024,http://www.kbhome.com,1880,,18.6,24.8,CA
635,Vulcan Materials Company,VMC,"Building Materials, Glass",Materials,"Birmingham, AL",1200 Urban Center Dr.,,J. Thomas Hill,3.09,7533,3593,419.5,35242,http://www.vulcanmaterials.com,15980,,5,89.7,AL
636,Platform Specialty Products Corporation,PAH,Chemicals,Chemicals,"West Palm Beach, FL",1450 Centrepark Blvd.,,Rakesh Sachdev,-0.65,7750,3586,-73.7,33401,http://www.platformspecialtyproducts.com,3701,,41,,FL
637,"Vantiv, Inc.",VNTV,Financial Data Services,Business Services,"Symmes Township, OH",8500 Governor's Hill Dr.,,Charles D. Drucker,1.32,3526,3579,213.2,45249,http://www.vantiv.com,12634,,13.3,44.1,OH
638,"Skechers U.S.A., Inc.",SKX,Apparel,Apparel,"Manhattan Beach, CA",228 Manhattan Beach Blvd.,,Robert Greenberg,1.57,6900,3577,243.5,90266,http://www.skx.com,4346,,13.2,5,CA
639,Zebra Technologies Corporation,ZBRA,"Electronics, Electrical Equipment",Industrials,"Lincolnshire, IL",3 Overlook Point,,Anders Gustafsson,-2.65,6500,3574,-137,60069,http://www.zebra.com,4825,,-2.1,,IL
640,"Hub Group, Inc.",HUBG,Transportation and Logistics,Transportation,"Oak Brook, IL",2000 Clearwater Dr.,,David P. Yeager,2.2,2755,3573,74.8,60523,http://www.hubgroup.com,1584,,1.3,5.4,IL
641,"HSN, Inc.",HSNI,Internet Services and Retailing,Retailing,"St. Petersburg, FL",1 HSN Dr.,,Rod R. Little,2.25,6500,3568,118.7,33729,http://www.hsni.com,1943,,-3.3,-29.9,FL
642,"Stericycle, Inc.",SRCL,Waste Management,Business Services,"Lake Forest, IL",28161 N. Keith Dr.,,Charles A. Alutto,2.08,25000,3562,206.4,60045,http://www.stericycle.com,7066,,19.3,-22.7,IL
643,National General Holdings Corp.,NGHC,Insurance: Property and Casualty (Stock),Financials,"New York, NY",59 Maiden Lane,,Barry Karfunkel,1.37,6930,3550,172.2,10038,http://www.nationalgeneral.com,2531,,41.4,21.1,NY
644,Taylor Morrison Home Corporation,TMHC,Homebuilders,Engineering & Construction,"Scottsdale, AZ",4900 N. Scottsdale Rd.,,Sheryl D. Palmer,1.69,1800,3550,52.6,85251,http://www.taylormorrison.com,2547,,19.3,-13.8,AZ
645,"Urban Outfitters, Inc.",URBN,Specialty Retailers: Apparel,Retailing,"Philadelphia, PA",5000 S. Broad St.,,Richard A. Hayne,1.86,17160,3546,218.1,19112,http://www.urbn.com,2763,,2.9,-2.8,PA
646,Resolute Forest Products Inc.,RFP,Forest and Paper Products,Materials,"Catawba, SC",5300 Cureton Ferry Rd.,,Richard C. Garneau,-0.9,8300,3545,-81,29704,http://www.resolutefp.com,489,,-2.7,,SC
647,"ScanSource, Inc.",SCSC,Wholesalers: Electronics and Office Equipment,Wholesalers,"Greenville, SC",6 Logue Court,,Michael L. Baur,2.38,2000,3540,63.6,29615,http://www.scansource.com,991,,10,-2.8,SC
648,"Camping World Holdings, Inc.",CWH,"Automotive Retailing, Services",Retailing,"Lincolnshire, IL",250 Parkway Dr.,0,,0,0,0,0,,,0,0,0,0,
649,Iron Mountain Incorporated,IRM,Diversified Outsourcing Services,Business Services,"Boston, MA",1 Federal St.,,William L. Meaney,0.42,24000,3525,104.8,2110,http://www.ironmountain.com,9407,,17.2,-14.9,MA
650,Hubbell Incorporated,HUBB,"Electronics, Electrical Equipment",Industrials,"Shelton, CT",40 Waterview Dr.,,David G. Nord,5.24,17400,3505,293,6484,http://www.hubbell.com,6649,,3.4,5.7,CT
651,Pinnacle West Capital Corporation,PNW,Utilities: Gas and Electric,Energy,"Phoenix, AZ",400 N. Fifth St.,,Donald E. Brandt,3.95,6339,3499,442,85004,http://www.pinnaclewest.com,9302,,0.1,1.1,AZ
652,"Church & Dwight Co., Inc.",CHD,Household and Personal Products,Household Products,"Ewing, NJ",500 Charles Ewing Blvd.,,Matthew T. Farrell,1.75,4500,3493,459,8628,http://www.churchdwight.com,12669,,2.9,11.8,NJ
653,"Noble Energy, Inc.",NBL,"Mining, Crude-Oil Production",Energy,"Houston, TX",1001 Noble Energy Way,,David L. Stover,-2.32,2274,3491,-998,77070,http://www.nobleenergyinc.com,14954,,11.4,,TX
654,Albemarle Corporation,ALB,Chemicals,Chemicals,"Charlotte, NC",4350 Congress St.,,Luther C. Kissam IV,5.68,5000,3491,643.7,28209,http://www.albemarle.com,11700,,-4.4,92.2,NC
655,Cooper-Standard Holdings Inc.,CPS,Motor Vehicles and Parts,Motor Vehicles & Parts,"Novi, MI",39550 Orchard Hill Place Dr.,,Jeffrey S. Edwards,7.42,30000,3473,139,48375,http://www.cooperstandard.com,1964,,3.9,24.2,MI
656,KKR & Co. L.P.,KKR,Securities,Financials,"New York, NY",9 W. 57th St.,,"Henry R. Kravis, George R. Roberts",0.59,1178,3461,309.3,10019,http://www.kkr.com,8253,,-55.6,-36.7,NY
657,COUNTRY Financial,,Insurance: Property and Casualty (Mutual),Financials,"Bloomington, IL",1701 N. Towanda Ave.,,Kurt F. Bock,,3821,3458,134.8,61701,http://www.countryfinancial.com,,,-1.4,-22,IL
658,"Ventas, Inc.",VTR,Real Estate,Financials,"Chicago, IL",353 N. Clark St.,,Debra A. Cafaro,1.86,493,3444,649.2,60654,http://www.ventasreit.com,23065,,-1.2,55.4,IL
659,Hexion Inc.,,Chemicals,Chemicals,"Columbus, OH",180 E. Broad St.,,Craig A. Rogerson,,4300,3438,-38,43215,http://www.hexion.com,,,-17,,OH
660,"Analog Devices, Inc.",ADI,Semiconductors and Other Electronic Components,Technology,"Norwood, MA",1 Technology Way,,Vincent T. Roche,2.76,10000,3421,861.7,2062,http://www.analog.com,29919,,-0.4,23.6,MA
661,"Citrix Systems, Inc.",CTXS,Computer Software,Technology,"Fort Lauderdale, FL",851 W. Cypress Creek Rd.,,David J. Henshall,3.41,9600,3418,536.1,33309,http://www.citrix.com,13038,,4.4,67.9,FL
662,Green Plains Inc.,GPRE,Energy,Energy,"Omaha, NE",1811 Aksarben Dr.,,Todd A. Becker,0.28,1294,3411,10.7,68106,http://www.gpreinc.com,957,,15,50.9,NE
663,Pitney Bowes Inc.,PBI,"Computers, Office Equipment",Technology,"Stamford, CT",3001 Summer St.,,Marc B. Lautenbach,0.49,14200,3407,92.8,6926,http://www.pb.com,2442,,-4.8,-77.3,CT
664,"Scripps Networks Interactive, Inc.",SNI,Entertainment,Media,"Knoxville, TN",9721 Sherrill Blvd.,,Kenneth W. Lowe,5.18,3600,3401,673.6,37932,http://www.scrippsnetworksinteractive.com,10165,,12.7,11,TN
665,Darling Ingredients Inc.,DAR,Food Production,"Food, Beverages & Tobacco","Irving, TX",251 O'Connor Ridge Blvd.,,Randall C. Stuewe,0.62,10000,3398,102.3,75038,http://www.darlingii.com,2391,,,30.3,TX
666,Wayfair Inc.,W,Internet Services and Retailing,Technology,"Boston, MA",4 Copley Place,,Niraj S. Shah,-2.29,5637,3380,-194.4,2116,http://www.wayfair.com,3480,,50.2,,MA
667,"Tailored Brands, Inc.",TLRD,Specialty Retailers: Apparel,Retailing,"Houston, TX",6380 Rogerdale Rd.,,Douglas S. Ewert,0.51,19450,3379,25,77072,http://www.tailoredbrands.com,729,,-3.4,,TX
668,Sabre Corporation,SABR,Internet Services and Retailing,Technology,"Southlake, TX",3150 Sabre Dr.,,Sean E. Menke,0.86,10000,3373,242.6,76092,http://www.sabre.com,5872,,13,-55.5,TX
669,Global Payments Inc.,GPN,Financial Data Services,Business Services,"Atlanta, GA",10 Glenlake Pkwy.,,Jeffrey S. Sloan,1.39,8760,3371,201.8,30328,http://www.globalpaymentsinc.com,12303,,21.5,-27.4,GA
670,Atmos Energy Corporation,ATO,Utilities: Gas and Electric,Energy,"Dallas, TX",5430 L.B.J. Freeway,,Kim R. Cocklin,3.38,4747,3350,350.1,75240,http://www.atmosenergy.com,8308,,-19.1,11.1,TX
671,TEGNA Inc.,TGNA,Entertainment,Media,"McLean, VA",7950 Jones Branch Dr.,,David Lougee,1.99,10121,3341,436.7,22107,http://www.tegna.com,5503,,3.1,-5,VA
672,"Diebold Nixdorf, Incorporated",DBD,"Computers, Office Equipment",Technology,"North Canton, OH",5995 Mayfair Rd.,,Andreas W. Mattes,-0.48,25000,3341,-33,44720,http://www.dieboldnixdorf.com,2316,,20.7,-144.8,OH
673,PolyOne Corporation,POL,Chemicals,Chemicals,"Avon Lake, OH",33587 Walker Rd.,,Robert M. Patterson,1.95,7000,3340,165.2,44012,http://www.polyone.com,2787,,-1.1,14.2,OH
674,TD Ameritrade Holding Corporation,AMTD,Securities,Financials,"Omaha, NE",200 S. 108th Ave.,,Timothy D. Hockey,1.58,6010,3334,842,68154,http://www.amtd.com,20511,,2.5,3.6,NE
675,Abercrombie & Fitch Co.,ANF,Specialty Retailers: Apparel,Retailing,"New Albany, OH",6301 Fitch Path,,Fran Horowitz,0.06,25500,3327,4,43054,http://www.abercrombie.com,811,,-5.5,-88.9,OH
676,Greif,GEF,"Packaging, Containers",Materials,"Delaware, OH",425 Winter Rd.,,Peter G. Watson,,12370,3324,74.9,43015,http://www.greif.com,2635,,-8.1,4.2,OH
677,Alliant Energy Corporation,LNT,Utilities: Gas and Electric,Energy,"Madison, WI",4902 N. Biltmore Lane,,Patricia L. Kampling,1.64,3978,3320,371.5,53718,http://www.alliantenergy.com,9019,,2,-1.8,WI
678,"American Water Works Company, Inc.",AWK,Miscellaneous,Energy,"Voorhees, NJ",1025 Laurel Oak Rd.,,Susan N. Story,2.62,6800,3302,468,8043,http://www.amwater.com,13822,,4.5,-1.7,NJ
679,"Acuity Brands, Inc.",AYI,"Electronics, Electrical Equipment",Industrials,"Atlanta, GA",1170 Peachtree St. N.E.,,Vernon J. Nagel,6.63,11800,3291,290.8,30309,http://www.acuitybrands.com,8995,,21.6,30.9,GA
680,"Skyworks Solutions, Inc.",SWKS,Semiconductors and Other Electronic Components,Technology,"Woburn, MA",20 Sylvan Rd.,,Liam K. Griffin,5.18,7300,3289,995.2,1801,http://www.skyworksinc.com,18118,,0.9,24.7,MA
681,FMC Corporation,FMC,Chemicals,Chemicals,"Philadelphia, PA",2929 Walnut St.,,Pierre R. Brondeau,1.56,5900,3282,209.1,19104,http://www.fmc.com,9313,,-5.4,-57.2,PA
682,Amerco,UHAL,"Trucking, Truck Leasing",Transportation,"Reno, NV",5555 Kietzke Lane,,Edward J. Shoen,24.95,19140,3276,489,89511,http://www.amerco.com,7474,,6.5,37.1,NV
683,CMFG Life Insurance Company,,"Insurance: Life, Health (Stock)",Financials,"Madison, WI",5910 Mineral Point Rd.,,Robert N. Trunzo,,3500,3272,222.6,53705,http://www.cunamutual.com,,,4.4,2.5,WI
684,"Brinker International, Inc.",EAT,Food Services,"Hotels, Restaurants & Leisure","Dallas, TX",6820 L.B.J. Freeway,,Wyman T. Roberts,3.42,58335,3258,200.7,75240,http://www.brinker.com,2149,,8.5,2.1,TX
685,"Buckeye Partners, L.P.",BPL,Pipelines,Energy,"Houston, TX",1 Greenway Plaza,,Clark C. Smith,4.03,1865,3248,535.6,77046,http://www.buckeye.com,9630,,-5.9,22.5,TX
686,Warner Music Group Corp.,,Entertainment,Media,"New York, NY",1633 Broadway,,Stephen F. Cooper,,4445,3246,25,10019,http://www.wmg.com,,,9.4,,NY
687,"Universal Forest Products, Inc.",UFPI,Forest and Paper Products,Materials,"Grand Rapids, MI",2801 E. Beltline N.E.,,Matthew J. Missad,4.96,9300,3241,101.2,49525,http://www.ufpi.com,2006,,12.2,25.5,MI
688,American National Insurance Company,ANAT,"Insurance: Life, Health (Stock)",Financials,"Galveston, TX",1 Moody Plaza,,James E. Pozzi,6.71,4597,3228,181,77550,http://www.americannational.com,3177,,7,-25.5,TX
689,Mercury General Corporation,MCY,Insurance: Property and Casualty (Stock),Financials,"Los Angeles, CA",4484 Wilshire Blvd.,,Gabriel Tirador,1.32,4200,3228,73,90010,http://www.mercuryinsurance.com,3373,,7.3,-1.9,CA
690,Regal Beloit Corporation,RBC,"Electronics, Electrical Equipment",Industrials,"Beloit, WI",200 State St.,,Mark J. Gliebe,4.52,23000,3225,203.4,53511,http://www.regalbeloit.com,3390,,-8.1,41.9,WI
691,"Varian Medical Systems, Inc.",VAR,Medical Products and Equipment,Health Care,"Palo Alto, CA",3100 Hansen Way,,Dow R. Wilson,4.19,7800,3218,402.3,94304,http://www.varian.com,8518,,3.8,-2.2,CA
692,"Aaron's, Inc.",AAN,Specialty Retailers: Other,Retailing,"Atlanta, GA",400 Galleria Pkwy. S.E.,,John W. Robinson III,1.91,11500,3208,139.3,30339,http://www.aarons.com,2119,,0.9,2.6,GA
693,Visteon Corporation,VC,Motor Vehicles and Parts,Motor Vehicles & Parts,"Van Buren Township, MI",1 Village Center Dr.,,Sachin S. Lawande,2.12,10000,3206,75,48111,http://www.visteon.com,3214,,-41.1,-96.7,MI
694,"Carter's, Inc.",CRI,Apparel,Apparel,"Atlanta, GA",3438 Peachtree Rd. N.E.,,Michael D. Casey,5.08,18300,3199,258.1,30326,http://www.carters.com,4360,,6.1,8.5,GA
695,Meritor Inc.,MTOR,Motor Vehicles and Parts,Motor Vehicles & Parts,"Troy, MI",2135 W. Maple Rd.,,Jeffrey A. Craig,6.23,8000,3199,573,48084,http://www.meritor.com,1511,,-8.8,795.3,MI
696,Regal Entertainment Group,RGC,Entertainment,Media,"Knoxville, TN",7132 Regal Lane,,Amy E. Miles,1.09,25359,3197,170.4,37918,http://www.regmovies.com,3546,,2.2,11.1,TN
697,"MEDNAX, Inc.",MD,Health Care: Pharmacy and Other Services,Health Care,"Sunrise, FL",1301 Concord Terrace,,Roger J. Medel,3.49,11015,3183,324.9,33323,http://www.mednax.com,6445,,14.5,-3.4,FL
698,TransDigm Group Incorporated,TDG,Aerospace and Defense,Aerospace & Defense,"Cleveland, OH",1301 E. Ninth St.,,W. Nicholas Howley,10.39,9300,3171,586.4,44114,http://www.transdigm.com,11634,,17.2,31.1,OH
699,"Landstar System, Inc.",LSTR,"Trucking, Truck Leasing",Transportation,"Jacksonville, FL",13410 Sutton Park Dr. S.,,James B. Gattoni,3.25,1197,3168,137.4,32224,http://www.landstar.com,3584,,-4.6,-7,FL
700,"Puget Energy, Inc.",,Utilities: Gas and Electric,Energy,"Bellevue, WA",10885 N.E. Fourth St.,,Kimberly J. Harris,,3000,3164,312.9,98004,http://www.pugetenergy.com,,,2.3,29.7,WA
701,Coca-Cola Bottling Co. Consolidated,COKE,Beverages,"Food, Beverages & Tobacco","Charlotte, NC",4100 Coca-Cola Plaza,,J. Frank Harrison III,5.36,12250,3156,50.1,28211,http://www.cokeconsolidated.com,1923,,36.9,-15,NC
702,"KAR Auction Services, Inc.",KAR,Wholesalers: Diversified,Wholesalers,"Carmel, IN",13085 Hamilton Crossing Blvd.,,James P. Hallett,1.6,15225,3150,222.4,46032,http://www.karauctionservices.com,5971,,19.3,3.6,IN
703,Equifax Inc.,EFX,Financial Data Services,Business Services,"Atlanta, GA",1550 Peachtree St. N.W.,,Richard F. Smith,4.04,9500,3145,488.8,30309,http://www.equifax.com,16509,,18.1,13.9,GA
704,"Groupon, Inc.",GRPN,Internet Services and Retailing,Technology,"Chicago, IL",600 W. Chicago Ave.,,Rich Williams,-0.34,8323,3143,-194.6,60654,http://www.groupon.com,2209,,-1.4,-1041.5,IL
705,IAC/InterActiveCorp,IAC,Internet Services and Retailing,Technology,"New York, NY",555 W. 18th St.,,Joseph Levin,-0.52,7450,3140,-41.3,10011,http://www.iac.com,5731,,-2.8,-134.6,NY
706,"Weis Markets, Inc.",WMK,Food and Drug Stores,Food & Drug Stores,"Sunbury, PA",1000 S. Second St.,,Jonathan H. Weis,3.24,23000,3137,87.2,17801,http://www.weismarkets.com,1605,,9,46.9,PA
707,Allegheny Technologies Incorporated,ATI,Metals,Materials,"Pittsburgh, PA",1000 Six PPG Place,,Richard J. Harshman,-5.97,8500,3135,-640.9,15222,http://www.atimetals.com,1955,,-15.7,,PA
708,Pinnacle Foods Inc.,PF,Food Consumer Products,"Food, Beverages & Tobacco","Parsippany, NJ",399 Jefferson Rd.,,Mark A. Clouse,1.79,5490,3128,211.1,7054,http://www.pinnaclefoods.com,6838,,17.8,-0.7,NJ
709,"Tempur Sealy International, Inc.",TPX,"Home Equipment, Furnishings",Household Products,"Lexington, KY",1000 Tempur Way,,Scott L. Thompson,3.38,7300,3127,202.1,40511,http://www.tempursealy.com,2504,,-0.8,175,KY
710,"SkyWest, Inc.",SKYW,Airlines,Transportation,"St. George, UT",444 S. River Rd.,,Russell A. Childs,-3.14,16900,3121,-161.6,84790,http://www.skywest.com,1775,,0.8,-237.2,UT
711,International Flavors & Fragrances Inc.,IFF,Chemicals,Chemicals,"New York, NY",521 W. 57th St.,,Andreas Fibig,5.05,6932,3116,405,10019,http://www.iff.com,10466,,3.1,-3.4,NY
712,"BMC Stock Holdings, Inc.",BMCH,Wholesalers: Diversified,Wholesalers,"Atlanta, GA",980 Hammond Dr. N.E.,,Peter C. Alexander,0.46,9000,3094,30.9,30328,http://www.buildwithbmc.com,1508,,96.2,,GA
713,Brown-Forman Corporation,BFB,Beverages,"Food, Beverages & Tobacco","Louisville, KY",850 Dixie Hwy.,,Paul C. Varga,2.61,4500,3089,1067,40210,http://www.brown-forman.com,17729,,-1.4,56,KY
714,"Alexion Pharmaceuticals, Inc.",ALXN,Pharmaceuticals,Health Care,"New Haven, CT",100 College St.,,Ludwig N. Hantson,1.76,3121,3084,399,6510,http://www.alexion.com,27297,,18.4,176.3,CT
715,KapStone Paper and Packaging Corporation,KS,"Packaging, Containers",Materials,"Northbrook, IL",1101 Skokie Blvd.,,Matthew Kaplan,0.88,6400,3077,86.3,60062,http://www.kapstonepaper.com,2233,,10.3,-18.9,IL
716,Time Inc.,TIME,"Publishing, Printing",Media,"New York, NY",225 Liberty St.,,Richard L. Battista,-0.49,7450,3076,-48,10281,http://www.timeinc.com,1919,,-0.9,,NY
717,"TriNet Group, Inc.",TNET,Diversified Outsourcing Services,Business Services,"San Leandro, CA",1100 San Leandro Blvd.,,Burton M. Goldfield,0.85,2600,3060,61.4,94577,http://www.trinet.com,1973,,15.1,93.7,CA
718,Steelcase Inc.,SCS,"Home Equipment, Furnishings",Household Products,"Grand Rapids, MI",901 44th St. S.E.,,James P. Keane,1.36,11900,3060,170.3,49508,http://www.steelcase.com,1965,,,97.8,MI
719,EchoStar Corporation,SATS,Network and Other Communications Equipment,Technology,"Englewood, CO",100 Inverness Terrace E.,,Michael T. Dugan,1.92,4000,3057,179.9,80112,http://www.echostar.com,5402,,-2.8,17.3,CO
720,Sentry Insurance Group,,Insurance: Property and Casualty (Mutual),Financials,"Stevens Point, WI",1800 N. Point Dr.,,Peter G. McPartland,,4110,3053,221.7,54481,http://www.sentry.com,,,5.9,-22,WI
721,Monster Beverage Corporation,MNST,Beverages,"Food, Beverages & Tobacco","Corona, CA",1 Monster Way,,Rodney C. Sacks,1.19,2278,3049,712.7,92879,http://www.monsterbevcorp.com,26161,,12,30.4,CA
